,category_code,status,country_code,state_code,region,city,funding_round_type
5498,20,3,23,6,225,655,8
37628,9,3,23,45,368,1065,8
9648,20,3,23,35,133,398,8
24342,4,3,23,47,759,2109,8
5511,36,3,23,37,576,161,8
24346,4,3,23,4,625,185,8
43508,38,3,23,14,117,362,8
43507,38,3,23,14,117,362,8
9651,20,3,23,35,133,398,8
43503,3,3,23,4,625,1923,8
43499,4,3,23,4,625,832,8
43497,3,3,23,34,482,1352,8
24341,3,2,23,19,78,321,8
43520,22,3,23,9,467,1323,8
43521,22,3,23,9,467,1323,8
24339,25,1,23,4,642,1788,8
43545,38,3,23,2,838,438,8
43544,38,3,23,2,838,438,8
43538,38,3,23,4,625,472,8
43537,38,3,23,4,625,472,8
43536,38,3,23,47,667,958,8
43594,3,3,23,4,373,1619,8
43535,38,3,23,47,667,958,8
43533,38,3,23,19,78,2268,8
24334,3,3,23,3,556,737,8
24335,3,3,23,3,556,737,8
24336,3,3,23,3,556,737,8
27417,38,3,23,19,78,321,8
27416,38,3,23,27,588,1638,8
43526,4,3,23,34,482,846,8
5509,36,3,23,37,576,161,8
24356,42,0,23,19,78,62,8
43595,3,3,23,4,373,1619,8
43597,3,3,23,4,373,1619,8
37605,38,3,23,4,625,1825,8
24260,7,3,23,35,128,1086,8
5474,3,3,23,4,373,899,8
10377,22,3,23,43,31,105,8
5476,3,3,23,4,373,899,8
43665,15,3,23,27,267,781,8
43664,38,3,23,19,78,1160,8
43663,38,3,23,19,78,1160,8
24264,38,3,23,19,78,2253,8
5477,3,3,23,4,373,899,8
43656,5,0,23,4,625,1792,8
43655,5,0,23,4,625,1792,8
43653,3,3,23,20,36,142,8
43673,5,3,23,38,833,2287,8
27439,20,3,23,4,648,1823,8
24258,7,3,23,35,128,1086,8
5473,3,3,23,4,373,899,8
37599,3,3,23,4,642,1728,8
43695,9,0,23,34,251,727,8
43694,4,3,23,19,78,1160,8
43692,3,3,23,49,691,1752,8
24248,15,3,23,42,469,1325,8
43690,3,3,23,4,625,1792,8
24250,3,3,23,47,667,172,8
5467,3,3,23,4,373,899,8
5468,3,3,23,4,373,899,8
5469,3,3,23,4,373,899,8
24252,3,3,23,47,667,172,8
37600,3,3,23,4,642,1728,8
43680,38,3,23,23,430,365,8
43679,7,0,23,38,555,402,8
37604,38,3,23,4,625,1825,8
43650,3,3,23,20,36,142,8
5478,3,3,23,4,373,899,8
5479,3,3,23,4,373,899,8
24291,15,3,23,43,164,421,8
5488,38,3,23,44,640,538,8
37624,38,0,23,5,171,1085,8
43606,3,3,23,38,105,325,8
37625,9,3,23,45,368,1065,8
43601,14,1,23,4,373,899,8
24295,3,3,23,4,625,1656,8
24297,3,3,23,4,625,1656,8
43598,3,3,23,4,373,1619,8
27428,38,3,23,5,171,273,8
27429,5,3,23,4,625,1792,8
43621,38,3,23,19,78,434,8
43623,3,0,23,19,78,2268,8
27438,20,3,23,4,648,1823,8
5481,3,0,23,19,78,2158,8
5482,3,0,23,19,78,2158,8
43642,38,3,23,43,164,1563,8
24277,15,3,23,22,175,65,8
43639,38,3,23,43,164,1563,8
43638,38,3,23,43,164,1563,8
43596,3,3,23,4,373,1619,8
43637,38,3,23,43,164,1563,8
37613,22,3,23,20,778,1887,8
43629,3,3,23,34,482,1352,8
27436,22,3,23,4,625,2007,8
6998,3,3,23,27,588,549,8
43495,4,3,23,4,844,519,8
43494,4,3,23,4,844,519,8
43493,4,3,23,4,844,519,8
43375,36,3,23,4,625,1800,8
43374,36,3,23,4,625,1800,8
37681,19,3,23,4,642,336,8
5558,38,3,23,4,642,1788,8
43365,3,2,23,19,78,1910,8
43364,3,2,23,19,78,1910,8
43361,3,2,23,19,78,1910,8
43360,3,2,23,19,78,1910,8
43376,21,3,23,4,625,1078,8
5556,38,3,23,4,642,1788,8
43379,39,3,23,20,778,1691,8
10327,3,3,23,34,482,1352,8
43396,38,3,23,47,451,1282,8
10326,3,3,23,34,482,1352,8
43394,35,3,23,4,642,336,8
27403,3,3,23,23,430,1234,8
43392,15,3,23,19,78,287,8
5552,38,3,23,19,78,231,8
37677,7,3,23,34,482,1352,8
43389,15,3,23,23,430,1232,8
5553,38,3,23,19,78,231,8
37678,7,3,23,34,482,1352,8
37679,7,3,23,34,482,1352,8
5555,38,3,23,4,642,1788,8
43383,22,3,23,10,23,93,8
37680,7,3,23,34,482,1352,8
5565,1,3,23,4,625,1792,8
37691,4,3,23,19,78,231,8
5579,38,0,23,4,373,598,8
10323,14,3,23,4,625,1800,8
10322,14,3,23,4,625,1800,8
24447,8,3,23,4,625,1825,8
24448,8,3,23,4,625,1825,8
43312,38,3,23,5,171,519,8
43311,3,3,23,47,667,1860,8
43310,3,3,23,47,667,1860,8
5583,9,3,23,19,78,2268,8
37692,4,3,23,19,78,231,8
24454,3,3,23,19,78,321,8
43323,8,3,23,4,625,1792,8
5577,22,3,23,4,625,1269,8
24441,20,3,23,45,120,371,8
5576,38,3,23,5,171,758,8
24425,3,3,23,4,642,1788,8
6988,3,3,23,4,642,1788,8
24428,3,3,23,44,640,2204,8
6987,3,3,23,4,642,1788,8
24432,3,3,23,19,78,1368,8
37675,15,3,23,20,778,713,8
24437,3,3,23,45,120,371,8
24439,3,3,23,45,120,371,8
43336,8,0,23,45,778,1662,8
37689,3,3,23,27,726,918,8
43334,3,3,23,4,625,1792,8
10325,3,3,23,34,482,1352,8
43332,3,3,23,4,625,1792,8
43329,3,3,23,4,625,1792,8
43328,15,3,23,20,778,779,8
24438,3,3,23,45,120,371,8
43399,35,3,23,4,373,1080,8
43400,35,3,23,4,373,1080,8
43401,3,3,23,19,78,231,8
24369,22,1,23,4,625,1792,8
24371,20,3,23,34,482,1352,8
24372,20,3,23,34,482,1352,8
24373,38,3,23,4,625,1792,8
10344,3,3,23,38,557,1558,8
10343,3,3,23,38,557,1558,8
37656,36,3,23,37,576,852,8
43457,20,3,23,43,165,492,8
37657,34,3,23,43,164,1563,8
10341,3,3,23,38,557,1558,8
37658,14,0,23,4,373,2048,8
37661,9,3,23,4,625,1792,8
43448,42,3,23,4,625,1420,8
5521,38,1,23,4,625,1792,8
10346,3,3,23,38,557,1558,8
24367,28,3,23,48,422,1113,8
43492,4,3,23,4,844,519,8
24358,3,3,23,47,667,232,8
43490,3,3,23,4,642,513,8
43487,18,3,23,27,820,2261,8
43485,6,3,23,34,726,2140,8
43484,19,3,23,34,316,907,8
24359,3,3,23,47,667,232,8
24361,3,1,23,6,476,1342,8
24362,3,1,23,6,476,1342,8
43477,11,3,23,10,23,93,8
9652,20,3,23,35,133,398,8
24364,3,3,23,19,78,2148,8
24365,3,0,23,4,642,336,8
43443,38,3,23,14,126,383,8
37669,1,3,23,34,482,1352,8
10333,3,3,23,43,641,1783,8
5544,42,0,23,4,625,1512,8
43413,42,1,23,43,31,105,8
27405,38,3,23,19,78,2158,8
27404,3,3,23,23,430,1234,8
43403,15,3,23,31,580,1602,8
37674,19,3,23,6,619,1712,8
6992,3,3,23,27,726,527,8
43440,4,3,23,5,234,673,8
43439,4,3,23,5,234,673,8
37664,26,3,23,9,235,2230,8
5531,38,3,23,4,373,670,8
43444,38,3,23,14,126,383,8
24387,10,3,23,43,31,105,8
5532,38,3,23,4,373,670,8
5534,3,3,23,34,482,1352,8
6993,3,3,23,43,641,1783,8
24391,3,3,23,34,482,2213,8
43700,16,3,23,43,299,873,8
43705,11,3,23,4,625,1197,8
24093,4,3,23,4,625,1656,8
24094,4,3,23,4,625,1656,8
10401,3,3,23,27,588,1274,8
43985,24,3,23,27,588,1638,8
43980,3,3,23,39,194,575,8
7027,3,3,23,4,625,2006,8
43976,38,3,23,4,625,1656,8
43975,3,3,23,4,625,1656,8
43974,3,3,23,4,625,1656,8
10399,3,3,23,27,588,1274,8
43969,40,3,23,40,268,783,8
43968,40,3,23,40,268,783,8
43992,3,3,23,26,83,243,8
43967,40,3,23,40,268,783,8
43993,3,3,23,26,83,243,8
43996,9,3,23,38,555,1015,8
44019,3,3,23,42,336,962,8
44018,3,3,23,42,336,962,8
24084,12,1,23,4,373,282,8
10402,3,3,23,27,588,1274,8
44013,9,0,23,4,625,1807,8
44008,3,3,23,23,430,585,8
5400,3,3,23,3,556,1854,8
44005,3,3,23,23,430,585,8
24090,5,0,23,14,126,383,8
5401,22,3,23,47,667,1860,8
24091,4,3,23,4,625,1656,8
44000,38,3,23,37,576,1591,8
43999,38,3,23,37,576,1591,8
37528,9,0,23,4,625,1807,8
24092,4,3,23,4,625,1656,8
43964,3,3,23,47,667,958,8
24121,15,3,23,22,175,210,8
24124,15,3,23,22,175,210,8
43935,14,3,23,22,175,65,8
24125,15,3,23,22,175,210,8
24126,15,3,23,22,175,210,8
24128,15,3,23,22,175,210,8
43931,20,3,23,3,556,364,8
43930,3,3,23,49,443,1128,8
24129,15,3,23,22,175,210,8
24130,15,3,23,22,175,210,8
24132,3,3,23,4,373,1822,8
24133,3,3,23,4,373,1822,8
27463,3,3,23,4,625,1800,8
5413,38,3,23,5,171,519,8
24119,15,3,23,22,175,210,8
24118,15,3,23,22,175,210,8
5412,38,3,23,5,171,519,8
43962,3,3,23,38,557,1558,8
43961,3,3,23,38,557,1558,8
43960,3,3,23,38,557,1558,8
43959,3,3,23,38,557,1558,8
24105,3,3,23,47,726,562,8
43957,3,3,23,19,78,2158,8
43956,3,3,23,19,78,2158,8
27469,3,3,23,17,377,1085,8
24083,12,1,23,4,373,282,8
24106,38,3,23,4,625,1792,8
24107,11,1,23,38,555,1637,8
27467,5,3,23,43,164,1931,8
27465,3,3,23,4,625,1800,8
27464,3,3,23,4,625,1800,8
24116,3,2,23,10,660,1846,8
24117,15,3,23,13,844,1815,8
27472,3,2,23,45,64,207,8
24082,12,1,23,4,373,282,8
27479,3,3,23,22,175,211,8
44095,3,3,23,42,469,253,8
44093,38,3,23,45,778,1662,8
10406,16,3,23,38,555,1372,8
24053,3,3,23,11,298,26,8
24055,42,3,23,4,625,1512,8
5383,20,3,23,19,78,2158,8
44086,38,3,23,10,23,93,8
27478,3,3,23,22,175,211,8
10405,38,3,23,10,23,19,8
44081,22,3,23,4,625,2006,8
44080,22,3,23,4,625,2006,8
44079,38,0,23,4,625,2006,8
24058,11,3,23,34,482,1352,8
44077,22,3,23,4,642,1788,8
44098,4,3,23,20,778,193,8
10408,38,3,23,44,640,1916,8
44102,26,3,23,19,78,321,8
44122,3,2,23,19,78,2174,8
44121,38,3,23,13,72,222,8
5370,12,3,23,11,298,869,8
44117,19,3,23,9,529,2262,8
24039,25,0,23,27,588,549,8
37510,20,3,23,4,625,1729,8
10410,35,3,23,36,747,2078,8
37511,20,3,23,4,625,1729,8
44107,14,3,23,4,625,1800,8
5375,3,3,23,19,78,1043,8
27480,20,3,23,19,78,2268,8
24060,3,3,23,8,814,1340,8
44074,38,3,23,4,642,1788,8
44073,38,3,23,4,642,1788,8
44044,15,3,23,0,13,14,8
5390,14,1,23,4,625,1285,8
5391,14,3,23,22,175,65,8
44036,3,3,23,1,62,204,8
44035,3,3,23,1,62,204,8
44034,3,3,23,1,62,204,8
44033,3,3,23,1,62,204,8
24080,38,1,23,4,625,1792,8
7029,12,3,23,4,625,1792,8
24081,12,1,23,4,373,282,8
44024,7,3,23,4,625,1792,8
44045,15,3,23,0,13,14,8
44047,3,3,23,5,171,519,8
24072,3,3,23,31,675,1747,8
44072,38,3,23,4,642,1788,8
37518,11,0,23,19,78,62,8
5384,20,3,23,19,78,2158,8
24061,9,3,23,15,309,894,8
44066,22,3,23,4,625,1227,8
44022,7,3,23,4,625,1792,8
24062,38,3,23,15,309,894,8
37519,26,2,23,34,482,1352,8
27477,3,3,23,22,175,211,8
44056,38,3,23,4,373,373,8
5388,20,3,23,19,78,2158,8
24071,28,3,23,4,625,2090,8
44050,38,3,23,42,469,1325,8
5386,20,3,23,19,78,2158,8
7021,3,3,23,4,642,1788,8
5453,9,0,23,20,36,142,8
24207,3,3,23,35,148,431,8
43771,4,3,23,47,667,1654,8
24209,15,3,23,34,482,1352,8
24210,15,3,23,34,482,1352,8
24213,15,3,23,6,482,1416,8
43766,3,3,23,6,190,569,8
43765,3,3,23,48,428,1118,8
24214,15,3,23,6,482,1416,8
43762,3,3,23,19,78,1043,8
24215,15,3,23,6,482,1416,8
24216,38,3,23,38,555,931,8
5452,22,0,23,4,625,1512,8
37589,14,3,23,4,373,2083,8
5449,30,3,23,34,482,1318,8
37575,22,3,23,34,725,579,8
37576,22,3,23,34,725,579,8
27449,35,3,23,4,625,1800,8
5445,9,3,23,44,640,1779,8
24198,20,3,23,4,625,1792,8
10386,42,1,23,4,625,1197,8
24203,15,0,23,22,175,65,8
27447,15,3,23,3,556,1854,8
5448,30,3,23,34,482,1318,8
24206,3,3,23,4,625,1197,8
43755,27,3,23,4,625,1825,8
43754,27,3,23,4,625,1825,8
43753,27,3,23,4,625,1825,8
43723,4,3,23,4,625,1792,8
37594,38,3,23,4,625,1792,8
24234,15,3,23,35,148,487,8
43719,0,3,23,47,667,1860,8
5460,3,3,23,4,625,1923,8
24236,15,3,23,35,148,487,8
24237,15,3,23,35,148,487,8
43711,4,3,23,4,373,2083,8
43709,3,3,23,9,417,1209,8
43707,14,3,23,19,78,825,8
24230,3,3,23,23,412,1195,8
24228,3,3,23,23,412,1195,8
37593,38,3,23,4,625,1792,8
5458,11,3,23,4,625,1512,8
7003,1,3,23,21,38,144,8
43749,3,3,23,31,695,1922,8
24222,3,3,23,43,299,929,8
24223,3,3,23,43,299,929,8
43746,38,3,23,37,576,161,8
43745,38,3,23,37,576,161,8
43804,22,3,23,4,625,1197,8
37591,4,3,23,19,78,1381,8
37592,38,3,23,4,625,1792,8
24224,3,3,23,43,299,929,8
43735,5,3,23,4,373,899,8
24225,3,3,23,23,412,1195,8
43731,3,3,23,20,778,691,8
24227,3,3,23,23,412,1195,8
43742,9,0,23,9,235,865,8
43808,3,3,23,22,324,935,8
24155,15,3,23,31,685,1903,8
5422,0,3,23,28,223,653,8
27459,20,3,23,4,625,2006,8
5423,3,2,23,19,78,321,8
27457,35,3,23,4,625,1800,8
24156,15,3,23,31,685,1903,8
5424,3,2,23,19,78,321,8
5425,3,2,23,19,78,321,8
5426,3,2,23,19,78,321,8
24157,3,3,23,16,325,1470,8
5419,38,3,23,5,171,519,8
24153,38,3,23,33,347,1021,8
27460,20,3,23,4,625,2006,8
43888,11,3,23,4,625,1792,8
5415,38,3,23,5,171,519,8
43908,38,3,23,43,31,105,8
7018,3,3,23,35,133,398,8
43904,38,3,23,43,31,105,8
7017,3,3,23,35,133,398,8
24143,1,3,23,1,27,97,8
5427,38,3,23,31,482,922,8
43901,20,3,23,23,430,1956,8
24147,3,3,23,9,728,2016,8
43897,38,3,23,34,355,1038,8
24148,3,3,23,9,728,2016,8
24149,3,3,23,9,728,2016,8
27462,3,3,23,4,625,1800,8
24152,1,3,23,38,555,953,8
43892,11,3,23,4,625,1792,8
43890,11,3,23,4,625,1792,8
24146,3,3,23,9,728,2016,8
24239,9,2,23,42,469,1325,8
24162,9,3,23,34,482,1352,8
27452,35,3,23,4,625,1800,8
43829,9,2,23,4,625,2006,8
27451,35,3,23,4,625,1800,8
43823,3,3,23,42,336,962,8
27450,35,3,23,4,625,1800,8
24182,3,3,23,31,555,664,8
24185,3,3,23,6,482,1416,8
24186,38,3,23,4,642,1901,8
43812,22,3,23,34,482,1352,8
43837,4,3,23,4,625,1656,8
27456,35,3,23,4,625,1800,8
7013,3,2,23,32,3,34,8
24164,1,3,23,9,235,1564,8
24165,0,3,23,31,555,1008,8
10391,15,3,23,31,755,2096,8
24167,16,3,23,43,164,491,8
24168,28,3,23,14,126,383,8
24161,9,3,23,34,482,1352,8
24169,15,3,23,42,469,127,8
5436,14,1,23,23,430,698,8
37564,26,0,23,24,635,427,8
5437,14,1,23,23,430,698,8
24175,38,3,23,19,78,2268,8
24176,15,0,23,45,778,81,8
24171,15,3,23,23,430,1232,8
37695,4,3,23,19,78,231,8
37697,4,3,23,19,78,231,8
6986,3,3,23,4,642,1788,8
42711,9,3,23,30,468,1303,8
42710,20,3,23,4,625,1285,8
37856,3,3,23,9,728,2027,8
27344,0,3,23,13,306,890,8
24748,12,0,23,4,625,1512,8
42699,38,3,23,40,118,368,8
42697,38,3,23,40,118,368,8
42696,38,3,23,40,118,368,8
42694,38,3,23,40,118,368,8
42693,38,3,23,40,118,368,8
6949,3,3,23,4,648,1823,8
5756,36,3,23,37,726,549,8
37845,10,3,23,34,482,271,8
5747,38,3,23,4,625,2006,8
6954,3,3,23,27,588,294,8
6953,3,3,23,37,576,2050,8
5751,25,3,23,22,261,766,8
37849,12,3,23,4,648,1823,8
27347,3,3,23,17,358,1043,8
27345,0,3,23,13,306,890,8
5754,26,1,23,38,555,919,8
6951,3,3,23,37,576,2050,8
24741,36,2,23,19,78,375,8
6950,3,3,23,4,648,1823,8
42715,3,3,23,1,62,204,8
42690,16,3,23,34,724,2014,8
37862,37,0,23,4,625,1792,8
37870,23,3,23,19,78,686,8
37871,23,3,23,19,78,686,8
10233,3,3,23,4,642,992,8
9666,20,3,23,19,593,1649,8
37873,23,3,23,19,78,686,8
42652,5,3,23,34,606,327,8
42650,5,3,23,34,606,327,8
37874,38,3,23,43,164,491,8
24769,3,3,23,26,124,380,8
42665,14,0,23,19,78,2268,8
10234,3,3,23,4,642,992,8
37863,26,3,23,24,726,1044,8
5763,36,0,23,4,625,1825,8
27336,36,3,23,4,625,1800,8
24755,25,3,23,4,625,1512,8
42682,3,3,23,43,299,873,8
42681,3,3,23,43,299,873,8
42680,3,3,23,43,299,873,8
5746,38,3,23,4,625,2006,8
42679,3,3,23,43,299,873,8
5769,3,3,23,4,625,472,8
24758,38,0,23,19,78,1329,8
37868,9,3,23,4,625,1285,8
42671,22,3,23,4,625,1197,8
42678,3,3,23,43,299,873,8
5745,9,0,23,19,78,23,8
5743,9,0,23,19,78,23,8
5720,3,3,23,38,59,195,8
42807,25,3,23,19,78,62,8
42806,25,3,23,19,78,62,8
42805,25,3,23,19,78,62,8
42804,25,3,23,19,78,62,8
42801,22,3,23,4,625,1285,8
27357,14,3,23,4,373,1001,8
10256,38,3,23,18,45,152,8
10255,3,3,23,19,78,196,8
9663,3,1,23,4,625,2006,8
37825,12,0,23,4,625,1792,8
42814,38,3,23,15,309,338,8
10264,3,3,23,4,625,1786,8
10266,3,3,23,4,625,1786,8
42834,3,3,23,6,276,809,8
37820,3,3,23,4,625,1923,8
42831,38,1,23,4,625,472,8
5709,3,3,23,3,556,1548,8
5712,22,0,23,4,625,1227,8
5714,9,0,23,47,667,1860,8
5716,3,1,23,38,555,2195,8
5717,3,1,23,38,555,2195,8
24678,38,3,23,4,373,1525,8
5721,21,3,23,19,78,2185,8
5722,21,3,23,19,78,2185,8
42790,38,3,23,30,577,1594,8
24710,42,3,23,9,417,441,8
6956,3,3,23,27,588,294,8
5734,25,1,23,5,171,233,8
5735,25,1,23,5,171,233,8
24716,3,0,23,6,476,1342,8
24717,3,0,23,6,476,1342,8
5736,25,1,23,5,171,233,8
5738,22,3,23,4,625,2157,8
37840,3,3,23,15,309,894,8
10247,3,3,23,4,625,1825,8
37844,16,3,23,4,373,728,8
42765,3,3,23,4,625,1786,8
42766,39,3,23,27,119,1265,8
42767,22,3,23,47,667,172,8
5723,21,3,23,19,78,2185,8
10254,19,3,23,4,373,197,8
37830,35,3,23,4,625,2006,8
24696,38,3,23,10,23,45,8
5725,38,3,23,19,78,2268,8
24700,1,3,23,14,126,383,8
5744,9,0,23,19,78,23,8
24702,1,3,23,14,126,383,8
42777,3,3,23,19,78,1160,8
6957,3,3,23,4,373,899,8
24707,34,3,23,3,556,364,8
42773,33,3,23,35,133,398,8
42770,22,3,23,47,667,172,8
27354,42,0,23,23,430,1956,8
27311,38,3,23,45,844,1864,8
42497,22,3,23,4,625,1792,8
42496,23,3,23,34,482,1309,8
42495,23,3,23,34,482,1309,8
42494,23,3,23,34,482,1309,8
24864,38,3,23,45,778,2119,8
6935,4,3,23,4,625,1800,8
42485,12,3,23,4,625,1792,8
10195,28,3,23,19,78,321,8
10202,9,3,23,14,126,510,8
37931,38,3,23,47,667,172,8
24853,42,3,23,4,373,1525,8
24838,42,3,23,5,726,553,8
27317,35,3,23,43,164,1563,8
42522,22,3,23,4,625,1792,8
37911,38,3,23,4,625,263,8
10206,36,0,23,4,625,1800,8
6938,3,3,23,4,625,1656,8
24850,42,1,23,4,625,1807,8
42507,5,3,23,6,801,2231,8
24854,42,3,23,4,625,1729,8
37932,38,3,23,47,667,172,8
42475,22,1,23,4,625,1512,8
37933,38,3,23,47,667,172,8
37947,36,3,23,43,31,105,8
5843,20,0,23,4,625,1825,8
5844,12,3,23,6,677,1889,8
37949,7,3,23,34,482,1352,8
5845,38,3,23,4,625,1512,8
10187,3,3,23,31,580,1602,8
42431,28,3,23,1,297,868,8
5846,38,3,23,4,625,1512,8
24900,22,0,23,4,625,1792,8
37951,20,3,23,4,625,695,8
37952,20,3,23,4,625,695,8
24903,38,3,23,4,625,326,8
5849,12,0,23,5,171,233,8
42419,42,3,23,19,78,1329,8
37945,25,3,23,31,93,260,8
24893,39,3,23,4,373,1366,8
37934,38,3,23,47,667,172,8
9669,20,3,23,19,593,1649,8
37937,9,1,23,4,642,1788,8
42531,12,3,23,19,78,200,8
5832,12,3,23,4,373,1080,8
24887,38,3,23,9,569,1578,8
27305,1,2,23,31,594,1651,8
24889,38,3,23,9,569,1578,8
24890,3,3,23,19,78,2158,8
10188,3,3,23,31,580,1602,8
27304,0,0,23,34,482,1352,8
10189,3,3,23,23,726,810,8
42532,12,3,23,19,78,200,8
24834,42,3,23,4,625,1792,8
5788,38,3,23,34,482,1352,8
42606,30,1,23,4,625,1792,8
5789,38,3,23,34,482,1352,8
5790,38,1,23,4,625,2006,8
10222,3,2,23,47,667,1860,8
24795,14,0,23,37,576,161,8
24796,20,3,23,4,625,2006,8
42594,9,0,23,4,625,1227,8
42591,42,3,23,4,625,1800,8
27328,12,3,23,34,482,1352,8
42588,25,3,23,30,468,1324,8
10225,3,3,23,5,171,2307,8
24786,28,3,23,38,555,746,8
10226,3,3,23,5,171,2307,8
42640,25,1,23,34,482,1352,8
10232,3,3,23,4,642,992,8
6946,3,3,23,1,62,204,8
42636,5,3,23,19,78,200,8
42635,5,3,23,19,78,200,8
24773,14,3,23,11,298,869,8
42633,5,3,23,19,78,200,8
42631,5,3,23,19,78,200,8
37887,0,0,23,4,625,1792,8
42622,23,1,23,4,373,1832,8
10227,3,3,23,5,171,2307,8
5782,3,3,23,27,588,549,8
5783,19,3,23,9,726,1505,8
42615,1,3,23,27,588,549,8
27330,9,3,23,34,482,1352,8
42844,36,3,23,14,126,1893,8
37890,3,3,23,43,31,105,8
27324,15,2,23,19,78,2158,8
6942,3,3,23,9,235,2008,8
24819,3,3,23,6,482,784,8
24820,3,3,23,6,482,784,8
24822,42,0,23,4,625,1792,8
42547,12,0,23,4,625,1825,8
6941,3,3,23,9,235,2008,8
42543,12,3,23,4,373,1832,8
27319,8,3,23,7,778,2167,8
42558,3,3,23,4,373,373,8
9667,20,3,23,19,593,1649,8
6943,3,3,23,9,235,2008,8
42561,20,3,23,19,78,688,8
42579,4,3,23,38,557,1558,8
37894,3,3,23,19,78,321,8
42576,38,3,23,22,28,99,8
42575,38,3,23,22,28,99,8
42574,38,3,23,22,28,99,8
24807,41,2,23,43,31,105,8
24808,41,2,23,43,31,105,8
24803,11,0,23,4,625,1792,8
24809,38,3,23,43,164,491,8
10219,3,2,23,47,667,1860,8
6945,3,3,23,1,62,204,8
6944,3,3,23,9,235,2008,8
42565,3,3,23,19,687,1750,8
10218,3,2,23,47,667,1860,8
42562,20,3,23,19,78,688,8
10220,3,2,23,47,667,1860,8
5707,22,3,23,23,726,1403,8
42847,3,2,23,38,555,1637,8
5617,38,3,23,27,588,1638,8
43165,15,3,23,4,625,1792,8
43164,15,3,23,4,625,1792,8
24521,22,3,23,19,78,321,8
43160,3,1,23,22,175,65,8
24523,12,3,23,4,625,1792,8
27391,20,3,23,4,625,1197,8
6984,3,3,23,20,36,142,8
5622,3,3,23,4,642,1788,8
6983,3,3,23,20,36,142,8
5624,3,3,23,4,642,1788,8
43168,15,3,23,4,625,1792,8
43169,15,3,23,4,625,1792,8
43188,5,3,23,20,778,68,8
43186,38,3,23,10,23,45,8
43183,38,3,23,29,521,1452,8
10305,12,3,23,34,482,1352,8
27393,20,3,23,4,625,1197,8
37723,22,0,23,4,625,1227,8
43178,3,3,23,17,377,989,8
5615,38,3,23,27,588,1638,8
24531,1,3,23,4,648,1823,8
24547,12,0,23,4,625,1792,8
37742,9,3,23,3,556,1854,8
43092,4,3,23,14,126,383,8
43090,4,3,23,47,667,1860,8
6982,3,3,23,20,36,142,8
43087,4,3,23,47,667,1860,8
24555,10,3,23,34,482,271,8
43106,37,0,23,4,625,1792,8
43108,37,0,23,4,625,1792,8
43110,14,3,23,9,726,1954,8
10296,19,3,23,4,642,1788,8
24532,1,3,23,4,648,1823,8
5626,38,3,23,31,205,594,8
24533,1,3,23,4,648,1823,8
43133,14,3,23,9,537,217,8
43132,14,3,23,9,537,217,8
43131,14,3,23,9,537,217,8
43130,14,3,23,9,537,217,8
43129,22,2,23,4,373,1822,8
37735,42,3,23,4,625,1656,8
24534,7,2,23,15,309,888,8
24536,14,3,23,20,778,1691,8
24537,14,3,23,20,778,1691,8
43114,34,0,23,4,625,1792,8
10297,3,3,23,43,299,873,8
43196,15,3,23,23,430,1572,8
43268,38,3,23,9,537,2141,8
5597,3,3,23,16,325,1036,8
37704,3,3,23,3,556,1203,8
37705,3,3,23,3,556,1203,8
43260,38,3,23,4,373,1802,8
43259,15,3,23,30,390,1144,8
37706,3,3,23,3,556,1203,8
5598,20,3,23,22,324,935,8
5599,20,3,23,22,324,935,8
43255,3,3,23,19,78,2216,8
37707,3,3,23,3,556,1203,8
5601,38,3,23,35,133,398,8
37708,9,3,23,4,628,1768,8
43269,42,3,23,3,556,1548,8
43270,9,3,23,45,778,1179,8
43296,38,3,23,10,23,93,8
24463,3,3,23,4,642,513,8
43294,38,3,23,10,23,93,8
24465,3,3,23,31,482,2036,8
43291,9,3,23,47,667,958,8
24483,42,3,23,34,482,1318,8
5590,9,3,23,4,625,1285,8
43287,4,0,23,10,23,93,8
43286,4,0,23,10,23,93,8
5591,9,3,23,4,625,1285,8
43282,0,1,23,31,362,1050,8
43279,15,3,23,31,51,163,8
27398,16,3,23,43,299,873,8
43277,3,3,23,9,728,1490,8
43288,4,0,23,10,23,93,8
5631,17,3,23,34,482,1352,8
43214,3,0,23,39,161,471,8
43212,3,0,23,39,161,471,8
43207,40,3,23,15,309,894,8
43206,40,3,23,15,309,894,8
43205,40,3,23,15,309,894,8
43203,40,3,23,15,309,894,8
43201,3,3,23,4,625,2006,8
37717,4,1,23,9,537,926,8
10309,12,3,23,34,482,1352,8
43198,5,3,23,4,625,1512,8
43197,38,3,23,23,430,2181,8
43216,0,3,23,34,482,1352,8
43217,0,3,23,34,482,1352,8
43219,14,3,23,4,642,1788,8
43244,22,3,23,10,23,1376,8
24488,38,3,23,19,78,1368,8
43238,4,3,23,4,625,1825,8
43237,4,3,23,4,625,1825,8
43235,4,3,23,4,625,1825,8
5605,3,3,23,6,476,1342,8
27395,2,3,23,4,373,1809,8
43228,38,0,23,31,25,95,8
43227,38,0,23,31,25,95,8
10311,3,3,23,4,625,1512,8
43224,11,3,23,19,78,2158,8
43223,11,3,23,19,78,2158,8
43222,14,3,23,4,642,1901,8
43221,3,3,23,38,557,1558,8
27394,2,3,23,4,373,1809,8
10292,3,3,23,4,625,1360,8
24627,38,3,23,9,529,2262,8
24628,38,3,23,9,529,2262,8
24629,38,3,23,9,529,2262,8
